Year,Site,Habitat,Genus,Dry_Weight,C,H,N,CN_ratio,Comment
2021,LTER_1,Reefcrest,Turbinaria,2460,26.02,3.48,0.64,40.47,NA
2021,LTER_1,Reefcrest,Turbinaria,2465,25.18,3.36,0.65,38.92,NA
2021,LTER_1,Reefcrest,Turbinaria,2451,24.85,3.31,0.51,48.76,NA
2021,LTER_1,Reefcrest,Turbinaria,2738,26.05,3.41,0.64,40.66,NA
2021,LTER_1,Reefcrest,Turbinaria,2513,24.86,3.33,0.74,33.57,NA
2021,LTER_2,Backreef,Turbinaria,2243,24.42,3.14,0.45,54.53,NA
2021,LTER_2,Backreef,Turbinaria,2586,26.07,3.49,0.53,48.86,NA
2021,LTER_2,Backreef,Turbinaria,2621,25.61,3.47,0.49,52.2,NA
2021,LTER_2,Backreef,Turbinaria,2358,26.87,3.73,0.41,65.69,NA
2021,LTER_2,Backreef,Turbinaria,2198,25.43,3.34,0.45,56.38,NA
2021,LTER_2,Backreef,Turbinaria,2573,25.18,3.38,0.4,62.8,NA
2021,LTER_2,Backreef,Turbinaria,2631,25.48,3.44,0.45,56.51,NA
2021,LTER_2,Backreef,Turbinaria,2810,24.57,3.4,0.5,49.05,NA
2021,LTER_2,Backreef,Turbinaria,2470,26.11,3.6,0.39,66.86,NA
2021,LTER_2,Backreef,Turbinaria,2483,26.08,3.65,0.43,61.33,NA
2021,LTER_2,Fringing,Turbinaria,2665,24.76,3.29,0.63,39.25,NA
2021,LTER_2,Fringing,Turbinaria,2856,24.8,3.27,0.66,37.47,NA
2021,LTER_2,Fringing,Turbinaria,2525,25,3.28,0.6,41.68,NA
2021,LTER_2,Fringing,Turbinaria,2413,24.98,3.35,0.61,40.86,NA
2021,LTER_2,Fringing,Turbinaria,2453,24.77,3.3,0.77,32.04,NA
2021,LTER_2,Fringing,Turbinaria,2260,24.02,3.19,0.48,49.66,NA
2021,LTER_2,Fringing,Turbinaria,2391,23.56,3.16,0.66,35.64,NA
2021,LTER_2,Fringing,Turbinaria,2970,23.48,3.19,0.49,47.69,NA
2021,LTER_2,Fringing,Turbinaria,2875,25,3.39,0.55,45.86,NA
2021,LTER_2,Fringing,Turbinaria,2938,24.44,3.37,0.47,51.92,NA
2021,LTER_2,Reefcrest,Turbinaria,2847,27.44,3.82,0.58,47.2,NA
2021,LTER_2,Reefcrest,Turbinaria,2749,28.4,3.99,0.63,45.04,NA
2021,LTER_2,Reefcrest,Turbinaria,2140,27.46,3.77,0.57,48.48,NA
2021,LTER_2,Reefcrest,Turbinaria,2729,27.46,3.74,0.61,45.28,NA
2021,LTER_2,Reefcrest,Turbinaria,2756,26.16,3.55,0.6,43.9,NA
2021,LTER_2,Reefcrest,Turbinaria,3148,27.21,3.73,0.62,43.82,NA
2021,LTER_2,Reefcrest,Turbinaria,2780,29.11,4.12,0.59,49.27,NA
2021,LTER_2,Reefcrest,Turbinaria,2456,25.32,3.35,0.62,41.14,NA
2021,LTER_2,Reefcrest,Turbinaria,2512,27.25,3.72,0.63,43.41,NA
2021,LTER_2,Reefcrest,Turbinaria,2477,26.94,3.62,0.73,37.09,NA
2021,LTER_3,Backreef,Turbinaria,2964,28.17,4,0.47,60.38,NA
2021,LTER_3,Backreef,Turbinaria,2608,27.55,3.93,0.34,80.24,NA
2021,LTER_3,Backreef,Turbinaria,2569,29.08,4.14,0.4,72.73,NA
2021,LTER_3,Backreef,Turbinaria,2443,28.81,4.11,0.38,76.34,NA
2021,LTER_3,Backreef,Turbinaria,2278,25.87,3.51,0.44,58.87,NA
2021,LTER_3,Backreef,Turbinaria,2079,28.26,3.99,0.35,81.1,NA
2021,LTER_3,Backreef,Turbinaria,2835,29.44,4.17,0.38,78.22,NA
2021,LTER_3,Backreef,Turbinaria,2002,28.84,3.99,0.41,70.7,NA
2021,LTER_3,Backreef,Turbinaria,2642,27.95,3.87,0.41,68.01,NA
2021,LTER_3,Backreef,Turbinaria,2355,29.08,4.1,0.46,63.08,NA
2021,LTER_3,Fringing,Turbinaria,2595,23.97,3.12,0.45,52.82,NA
2021,LTER_3,Fringing,Turbinaria,2072,24.26,3.16,0.64,38.05,NA
2021,LTER_3,Fringing,Turbinaria,2360,25.38,3.28,0.45,55.83,NA
2021,LTER_3,Fringing,Turbinaria,2412,25.67,3.34,0.62,41.16,NA
2021,LTER_3,Fringing,Turbinaria,2394,22.98,2.96,0.57,40.44,NA
2021,LTER_3,Fringing,Turbinaria,2830,24.82,3.25,0.67,36.78,NA
2021,LTER_3,Fringing,Turbinaria,2666,26.1,3.53,0.62,42.22,NA
2021,LTER_3,Fringing,Turbinaria,2147,23.64,3.17,0.63,37.66,NA
2021,LTER_3,Fringing,Turbinaria,2676,27.53,3.72,0.59,46.93,NA
2021,LTER_3,Fringing,Turbinaria,2651,28.38,3.95,0.6,47.14,NA
2021,LTER_3,Reefcrest,Turbinaria,2356,29.32,4.14,0.54,54.44,NA
2021,LTER_3,Reefcrest,Turbinaria,2363,29.2,4.1,0.53,54.94,NA
2021,LTER_3,Reefcrest,Turbinaria,2391,30.5,4.41,0.5,60.59,NA
2021,LTER_3,Reefcrest,Turbinaria,2884,28.81,4.09,0.57,50.41,NA
2021,LTER_3,Reefcrest,Turbinaria,2639,30.91,4.62,0.49,63.63,NA
2021,LTER_3,Reefcrest,Turbinaria,2780,29.96,4.22,0.68,44.22,NA
2021,LTER_3,Reefcrest,Turbinaria,2895,31.32,4.61,0.54,57.76,NA
2021,LTER_3,Reefcrest,Turbinaria,2451,30.64,4.47,0.58,52.67,NA
2021,LTER_3,Reefcrest,Turbinaria,2000,29.24,4.11,0.61,48.06,NA
2021,LTER_3,Reefcrest,Turbinaria,2863,30.73,4.37,0.44,69.33,NA
2021,LTER_4,Backreef,Turbinaria,2791,27.49,3.79,0.58,47.68,NA
2021,LTER_4,Backreef,Turbinaria,2430,28.57,4.08,0.47,60.31,NA
2021,LTER_4,Backreef,Turbinaria,2350,26.8,3.68,0.46,58.7,NA
2021,LTER_4,Backreef,Turbinaria,2791,27.85,3.88,0.53,52.59,NA
2021,LTER_4,Backreef,Turbinaria,2665,27.52,3.86,0.47,58.4,NA
2021,LTER_4,Backreef,Turbinaria,2178,25.34,3.44,0.48,52.73,NA
2021,LTER_4,Backreef,Turbinaria,2332,26.01,3.47,0.56,46.84,NA
2021,LTER_4,Backreef,Turbinaria,2781,26.49,3.73,0.47,56.87,NA
2021,LTER_4,Backreef,Turbinaria,2450,28.56,4.09,0.58,49.53,NA
2021,LTER_4,Backreef,Turbinaria,2906,27.26,3.85,0.54,50.45,NA
2021,LTER_4,Fringing,Turbinaria,2296,24.51,3.35,0.42,58.44,NA
2021,LTER_4,Fringing,Turbinaria,2653,25.44,3.47,0.46,55.77,NA
2021,LTER_4,Fringing,Turbinaria,2713,24.18,3.33,0.42,57.3,NA
2021,LTER_4,Fringing,Turbinaria,2818,25.46,3.52,0.46,55.7,NA
2021,LTER_4,Fringing,Turbinaria,2394,27.43,3.85,0.48,56.72,NA
2021,LTER_4,Fringing,Turbinaria,2613,25.24,3.46,0.52,48.28,NA
2021,LTER_4,Fringing,Turbinaria,2762,26.34,3.57,0.52,50.83,NA
2021,LTER_4,Fringing,Turbinaria,2858,25.37,3.46,0.51,50.2,NA
2021,LTER_4,Fringing,Turbinaria,2544,23.28,3.17,0.37,63.23,NA
2021,LTER_4,Fringing,Turbinaria,2596,25.05,3.36,0.48,52.06,NA
2021,LTER_4,Reefcrest,Turbinaria,2581,28.66,4.08,0.48,59.98,NA
2021,LTER_4,Reefcrest,Turbinaria,2782,31.6,4.8,0.44,72.06,NA
2021,LTER_4,Reefcrest,Turbinaria,2099,28.89,4.06,0.56,51.93,NA
2021,LTER_4,Reefcrest,Turbinaria,2808,29.58,4.32,0.49,60.31,NA
2021,LTER_4,Reefcrest,Turbinaria,2397,28.97,4.06,0.45,64.3,NA
2021,LTER_4,Reefcrest,Turbinaria,1998,27.12,3.76,0.47,57.84,NA
2021,LTER_4,Reefcrest,Turbinaria,2302,29.6,4.39,0.36,83.12,NA
2021,LTER_4,Reefcrest,Turbinaria,2476,26.88,3.74,0.5,53.84,NA
2021,LTER_4,Reefcrest,Turbinaria,2542,29.87,4.31,0.53,56.65,NA
2021,LTER_4,Reefcrest,Turbinaria,2076,29.45,4.26,0.39,74.59,NA
2021,LTER_5,Backreef,Turbinaria,2642,30.99,4.56,0.45,69.05,NA
2021,LTER_5,Backreef,Turbinaria,2085,29.87,4.18,0.53,56.01,NA
2021,LTER_5,Backreef,Turbinaria,2788,30.89,4.72,0.44,70.02,NA
2021,LTER_5,Backreef,Turbinaria,2255,30.74,4.51,0.59,52.08,NA
2021,LTER_5,Backreef,Turbinaria,2557,31.91,4.83,0.53,60.55,NA
2021,LTER_5,Backreef,Turbinaria,2413,29.75,4.25,0.53,56.58,NA
2021,LTER_5,Backreef,Turbinaria,2319,27.44,3.86,0.49,55.9,NA
2021,LTER_5,Backreef,Turbinaria,2382,30.64,4.45,0.64,48.09,NA
2021,LTER_5,Backreef,Turbinaria,2339,27.42,3.81,0.48,57,NA
2021,LTER_5,Backreef,Turbinaria,2571,31.28,4.62,0.5,62.73,NA
2021,LTER_5,Fringing,Turbinaria,2427,26.34,3.6,0.52,50.54,NA
2021,LTER_5,Fringing,Turbinaria,2434,27.83,3.9,0.51,54.11,NA
2021,LTER_5,Fringing,Turbinaria,2832,26.34,3.62,0.53,50.09,NA
2021,LTER_5,Fringing,Turbinaria,2330,26.92,3.7,0.57,47.13,NA
2021,LTER_5,Fringing,Turbinaria,2902,26.56,3.64,0.36,73.72,NA
2021,LTER_5,Fringing,Turbinaria,2551,26.8,3.68,0.51,52.05,NA
2021,LTER_5,Fringing,Turbinaria,2149,26.75,3.66,0.38,70.31,NA
2021,LTER_5,Fringing,Turbinaria,2032,28.38,3.99,0.5,56.62,NA
2021,LTER_5,Fringing,Turbinaria,2119,29.59,4.3,0.37,80.66,NA
2021,LTER_5,Fringing,Turbinaria,2706,26.98,3.72,0.45,59.85,NA
2021,LTER_5,Reefcrest,Turbinaria,2558,32.73,4.87,0.58,56.13,NA
2021,LTER_5,Reefcrest,Turbinaria,2208,31.41,4.63,0.46,68.85,NA
2021,LTER_5,Reefcrest,Turbinaria,2892,31.59,4.61,0.55,57.71,NA
2021,LTER_5,Reefcrest,Turbinaria,2665,29.5,4.08,0.64,46.22,NA
2021,LTER_5,Reefcrest,Turbinaria,2326,29.94,4.31,0.56,53.77,NA
2021,LTER_5,Reefcrest,Turbinaria,2799,31.6,4.59,0.54,58.28,NA
2021,LTER_5,Reefcrest,Turbinaria,2271,32.7,4.86,0.49,66.3,NA
2021,LTER_5,Reefcrest,Turbinaria,2272,30.85,4.46,0.48,64.86,NA
2021,LTER_5,Reefcrest,Turbinaria,2547,27.69,3.7,0.71,38.78,NA
2021,LTER_5,Reefcrest,Turbinaria,2724,29.31,4.09,0.68,43.27,NA
2021,LTER_6,Backreef,Turbinaria,2170,30.45,4.42,0.55,55.38,NA
2021,LTER_6,Backreef,Turbinaria,2172,29.86,4.31,0.49,60.47,NA
2021,LTER_6,Backreef,Turbinaria,2735,28.19,3.95,0.65,43.57,NA
2021,LTER_6,Backreef,Turbinaria,2240,30.67,4.43,0.51,60.3,NA
2021,LTER_6,Backreef,Turbinaria,2517,27.14,3.77,0.48,55.99,NA
2021,LTER_6,Backreef,Turbinaria,2560,30.19,4.4,0.41,72.99,NA
2021,LTER_6,Backreef,Turbinaria,2266,31.01,4.44,0.43,72.8,NA
2021,LTER_6,Backreef,Turbinaria,2379,26.82,3.66,0.41,65.2,NA
2021,LTER_6,Backreef,Turbinaria,2670,27.2,3.85,0.39,70.36,NA
2021,LTER_6,Backreef,Turbinaria,2788,27.52,3.75,0.56,48.92,NA
2021,LTER_6,Fringing,Turbinaria,2265,26.37,3.66,0.42,62.06,NA
2021,LTER_6,Fringing,Turbinaria,2632,27.96,3.89,0.43,65.55,NA
2021,LTER_6,Fringing,Turbinaria,2714,27.54,3.89,0.5,55.37,NA
2021,LTER_6,Fringing,Turbinaria,2689,25.47,3.43,0.52,48.79,NA
2021,LTER_6,Fringing,Turbinaria,2756,26.15,3.57,0.47,55.59,NA
2021,LTER_6,Fringing,Turbinaria,2759,28.59,4.03,0.52,55.16,NA
2021,LTER_6,Fringing,Turbinaria,2517,26.42,3.39,0.56,47.27,NA
2021,LTER_6,Fringing,Turbinaria,2770,26.45,3.5,0.58,45.64,NA
2021,LTER_6,Fringing,Turbinaria,2408,26.34,3.6,0.47,55.58,NA
2021,LTER_6,Fringing,Turbinaria,2948,25.15,3.29,0.53,47.34,NA
2021,LTER_6,Reefcrest,Turbinaria,2979,28.72,4.1,0.48,59.27,NA
2021,LTER_6,Reefcrest,Turbinaria,2278,30.85,4.65,0.35,87.64,NA
2021,LTER_6,Reefcrest,Turbinaria,2112,32.13,4.83,0.49,65.94,NA
2021,LTER_6,Reefcrest,Turbinaria,2174,30.03,4.37,0.53,56.79,NA
2021,LTER_6,Reefcrest,Turbinaria,2476,29.27,4.2,0.5,58.93,NA
2021,LTER_6,Reefcrest,Turbinaria,2604,28.57,4.1,0.49,57.97,NA
2021,LTER_6,Reefcrest,Turbinaria,2626,29.46,4.25,0.52,56.2,NA
2021,LTER_6,Reefcrest,Turbinaria,2335,28.68,4.08,0.54,52.74,NA
2021,LTER_6,Reefcrest,Turbinaria,2284,30.27,4.4,0.47,63.86,NA
2021,LTER_6,Reefcrest,Turbinaria,2748,29.31,4.32,0.47,62.12,NA
2022,LTER_1,Backreef,Turbinaria,2246,29.34,3.92,0.57,51.1,NA
2022,LTER_1,Backreef,Turbinaria,2101,27.71,3.66,0.51,53.85,NA
2022,LTER_1,Backreef,Turbinaria,2402,27.15,3.63,0.54,50.07,NA
2022,LTER_1,Backreef,Turbinaria,2180,27.66,3.65,0.65,42.47,NA
2022,LTER_1,Backreef,Turbinaria,2373,28.46,3.84,0.48,58.93,NA
2022,LTER_1,Fringing,Turbinaria,2119,25.35,3.28,0.77,33,NA
2022,LTER_1,Fringing,Turbinaria,2242,25.9,3.33,0.7,37.15,NA
2022,LTER_1,Fringing,Turbinaria,2206,24.65,3.14,0.73,33.95,NA
2022,LTER_1,Fringing,Turbinaria,2032,26.29,3.4,0.68,38.69,NA
2022,LTER_1,Fringing,Turbinaria,2446,25.34,3.27,0.76,33.52,NA
2022,LTER_1,Reefcrest,Turbinaria,2226,25.61,3.31,0.64,39.79,NA
2022,LTER_1,Reefcrest,Turbinaria,2176,26.98,3.46,0.75,35.78,NA
2022,LTER_1,Reefcrest,Turbinaria,2387,27.33,3.53,0.64,42.81,NA
2022,LTER_1,Reefcrest,Turbinaria,2150,26.25,3.38,0.58,45.13,NA
2022,LTER_1,Reefcrest,Turbinaria,2837,26.7,3.46,0.62,43.08,NA
2022,LTER_2,Backreef,Turbinaria,2320,26.55,3.42,0.68,39.09,NA
2022,LTER_2,Backreef,Turbinaria,2331,27.32,3.48,0.61,44.46,NA
2022,LTER_2,Backreef,Turbinaria,2078,26.96,3.49,0.66,40.96,NA
2022,LTER_2,Backreef,Turbinaria,2258,26.94,3.49,0.68,39.62,NA
2022,LTER_2,Backreef,Turbinaria,2680,26.25,3.39,0.65,40.09,NA
2022,LTER_2,Fringing,Turbinaria,2564,27.29,3.54,0.88,31.17,NA
2022,LTER_2,Fringing,Turbinaria,2738,26.93,3.5,0.89,30.4,NA
2022,LTER_2,Fringing,Turbinaria,2529,27.19,3.56,0.8,33.95,NA
2022,LTER_2,Fringing,Turbinaria,2522,27.21,3.5,0.65,41.56,NA
2022,LTER_2,Fringing,Turbinaria,2121,26.11,3.38,0.75,34.9,NA
2022,LTER_2,Reefcrest,Turbinaria,2469,27.24,3.56,0.78,34.98,NA
2022,LTER_2,Reefcrest,Turbinaria,2456,29.44,3.99,0.64,45.94,NA
2022,LTER_2,Reefcrest,Turbinaria,2270,27.09,3.53,0.82,33.09,NA
2022,LTER_2,Reefcrest,Turbinaria,2080,26.23,3.32,0.59,44.52,NA
2022,LTER_2,Reefcrest,Turbinaria,2684,26.82,3.49,0.58,46.11,NA
2022,LTER_3,Backreef,Turbinaria,2765,26.34,3.46,0.57,45.89,NA
2022,LTER_3,Backreef,Turbinaria,2495,27.54,3.62,0.62,44.75,NA
2022,LTER_3,Backreef,Turbinaria,2683,26.55,3.39,0.57,46.51,NA
2022,LTER_3,Backreef,Turbinaria,2142,27.55,3.66,0.48,56.84,NA
2022,LTER_3,Backreef,Turbinaria,2282,28.8,3.94,0.49,58.2,NA
2022,LTER_3,Fringing,Turbinaria,2264,24.25,3.14,0.6,40.67,NA
2022,LTER_3,Fringing,Turbinaria,2722,24.35,3.05,0.65,37.27,NA
2022,LTER_3,Fringing,Turbinaria,2256,27.72,3.63,0.71,38.86,NA
2022,LTER_3,Fringing,Turbinaria,2849,24.21,3.26,0.56,43.21,NA
2022,LTER_3,Fringing,Turbinaria,2770,25.58,3.34,0.53,48.31,NA
2022,LTER_3,Reefcrest,Turbinaria,2502,29.7,4.09,0.57,52.05,NA
2022,LTER_3,Reefcrest,Turbinaria,2428,24.19,3.1,0.63,38.35,NA
2022,LTER_3,Reefcrest,Turbinaria,2136,27.36,3.67,0.52,52.98,NA
2022,LTER_3,Reefcrest,Turbinaria,2475,28.21,3.83,0.61,46.37,NA
2022,LTER_3,Reefcrest,Turbinaria,2943,29.49,4.2,0.57,51.84,NA
2022,LTER_4,Backreef,Turbinaria,2552,29.51,4.22,0.46,63.75,NA
2022,LTER_4,Backreef,Turbinaria,2437,27.73,3.78,0.46,60.54,NA
2022,LTER_4,Backreef,Turbinaria,2503,29.98,4.21,0.5,60.23,NA
2022,LTER_4,Backreef,Turbinaria,2753,28.12,3.91,0.47,60.09,NA
2022,LTER_4,Backreef,Turbinaria,2931,28.5,4.03,0.47,61.03,NA
2022,LTER_4,Fringing,Turbinaria,2694,27.08,3.67,0.61,44.21,NA
2022,LTER_4,Fringing,Turbinaria,2372,24.88,3.28,0.54,46.29,NA
2022,LTER_4,Fringing,Turbinaria,2290,26.71,3.57,0.55,48.5,NA
2022,LTER_4,Fringing,Turbinaria,2739,26.77,3.63,0.62,43.03,NA
2022,LTER_4,Fringing,Turbinaria,2349,26.2,3.5,0.44,59.56,NA
2022,LTER_4,Reefcrest,Turbinaria,2873,29.48,4.19,0.47,63.12,NA
2022,LTER_4,Reefcrest,Turbinaria,2452,28.44,3.99,0.41,69.3,NA
2022,LTER_4,Reefcrest,Turbinaria,2520,27.35,3.75,0.46,59.72,NA
2022,LTER_4,Reefcrest,Turbinaria,2555,30,4.34,0.32,95.21,NA
2022,LTER_4,Reefcrest,Turbinaria,2789,28.28,3.92,0.39,72.56,NA
2022,LTER_5,Backreef,Turbinaria,3062,27.6,3.75,0.67,41.16,NA
2022,LTER_5,Backreef,Turbinaria,2438,27.55,3.67,0.56,49.07,NA
2022,LTER_5,Backreef,Turbinaria,2247,27.02,3.6,0.59,45.7,NA
2022,LTER_5,Backreef,Turbinaria,3142,26.26,3.49,0.65,40.2,NA
2022,LTER_5,Backreef,Turbinaria,3117,28.02,3.81,0.53,52.57,NA
2022,LTER_5,Fringing,Turbinaria,2358,25.38,3.38,0.6,42.43,NA
2022,LTER_5,Fringing,Turbinaria,2894,27.66,3.72,0.62,44.97,NA
2022,LTER_5,Fringing,Turbinaria,2535,25.51,3.38,0.58,43.79,NA
2022,LTER_5,Fringing,Turbinaria,2543,24.92,3.3,0.59,42.15,NA
2022,LTER_5,Fringing,Turbinaria,3069,24.8,3.23,0.61,40.37,NA
2022,LTER_5,Reefcrest,Turbinaria,2484,28.36,3.92,0.59,47.7,NA
2022,LTER_5,Reefcrest,Turbinaria,2368,29.26,3.96,0.65,45.29,NA
2022,LTER_5,Reefcrest,Turbinaria,3100,28.36,3.87,0.64,44.46,NA
2022,LTER_5,Reefcrest,Turbinaria,2983,28.15,3.81,0.66,42.75,NA
2022,LTER_5,Reefcrest,Turbinaria,2156,27.68,3.72,0.61,45.73,NA
2022,LTER_6,Backreef,Turbinaria,2201,31.07,4.57,0.46,68.25,NA
2022,LTER_6,Backreef,Turbinaria,3006,31.79,4.83,0.45,71.05,NA
2022,LTER_6,Backreef,Turbinaria,3073,29.64,4.29,0.48,62.23,NA
2022,LTER_6,Backreef,Turbinaria,2447,30.51,4.55,0.53,57.78,NA
2022,LTER_6,Backreef,Turbinaria,2225,28.24,3.87,0.58,48.62,NA
2022,LTER_6,Fringing,Turbinaria,2909,25.89,3.36,0.66,39.3,NA
2022,LTER_6,Fringing,Turbinaria,2960,27.87,3.78,0.63,43.94,NA
2022,LTER_6,Fringing,Turbinaria,2586,26.52,3.6,0.53,49.76,NA
2022,LTER_6,Fringing,Turbinaria,3087,26.94,3.66,0.54,49.49,NA
2022,LTER_6,Fringing,Turbinaria,2522,25.76,3.41,0.6,43.03,NA
2022,LTER_6,Reefcrest,Turbinaria,2730,30.32,4.42,0.49,62.42,NA
2022,LTER_6,Reefcrest,Turbinaria,2721,30.28,4.38,0.53,57.57,NA
2022,LTER_6,Reefcrest,Turbinaria,2944,30.59,4.55,0.54,56.23,NA
2022,LTER_6,Reefcrest,Turbinaria,2483,29.84,4.36,0.58,51.31,NA
2022,LTER_6,Reefcrest,Turbinaria,2816,29.28,4.18,0.59,49.45,NA
2023,LTER_1,Backreef,Turbinaria,2494,24.02,3.33,0.54,44.1,NA
2023,LTER_1,Backreef,Turbinaria,2244,25.03,3.45,0.52,47.7,NA
2023,LTER_1,Backreef,Turbinaria,2385,23.81,3.19,0.42,56.28,NA
2023,LTER_1,Backreef,Turbinaria,2673,24.47,3.33,0.53,46.38,NA
2023,LTER_1,Backreef,Turbinaria,2853,25.96,3.55,0.6,43.04,NA
2023,LTER_1,Fringing,Turbinaria,2514,25.6,3.54,0.55,46.93,NA
2023,LTER_1,Fringing,Turbinaria,2582,24.47,3.52,0.61,40.37,NA
2023,LTER_1,Fringing,Turbinaria,2208,25.54,3.58,0.53,48.44,NA
2023,LTER_1,Fringing,Turbinaria,2452,26.09,3.6,0.6,43.38,NA
2023,LTER_1,Fringing,Turbinaria,2488,24.08,3.41,0.67,36.19,NA
2023,LTER_1,Reefcrest,Turbinaria,2123,26.51,3.7,0.55,48.33,NA
2023,LTER_1,Reefcrest,Turbinaria,2805,25.57,3.59,0.55,46.59,NA
2023,LTER_1,Reefcrest,Turbinaria,2142,25.6,3.55,0.62,41.56,NA
2023,LTER_1,Reefcrest,Turbinaria,2910,25.46,3.58,0.49,52.07,NA
2023,LTER_1,Reefcrest,Turbinaria,2615,25.76,3.68,0.48,53.69,NA
2023,LTER_2,Backreef,Turbinaria,2500,25.53,3.81,0.71,35.93,NA
2023,LTER_2,Backreef,Turbinaria,2789,25.64,3.79,0.6,43.09,NA
2023,LTER_2,Backreef,Turbinaria,2379,25.55,3.78,0.69,37.21,NA
2023,LTER_2,Backreef,Turbinaria,2294,24.77,3.63,0.68,36.53,NA
2023,LTER_2,Backreef,Turbinaria,2003,25.47,3.5,0.59,42.97,NA
2023,LTER_2,Fringing,Turbinaria,2172,23.74,3.18,0.57,41.51,NA
2023,LTER_2,Fringing,Turbinaria,2065,23.7,3.16,0.63,37.38,NA
2023,LTER_2,Fringing,Turbinaria,2414,24.02,3.33,0.66,36.66,NA
2023,LTER_2,Fringing,Turbinaria,2139,22.77,3.13,0.53,43.17,NA
2023,LTER_2,Fringing,Turbinaria,2383,23.67,3.32,0.66,35.95,NA
2023,LTER_2,Reefcrest,Turbinaria,2849,25.6,3.72,0.51,50.67,NA
2023,LTER_2,Reefcrest,Turbinaria,2576,25.52,3.65,0.59,43.33,NA
2023,LTER_2,Reefcrest,Turbinaria,2073,25.98,3.66,0.59,43.73,NA
2023,LTER_2,Reefcrest,Turbinaria,2256,24.93,3.48,0.66,38.05,NA
2023,LTER_2,Reefcrest,Turbinaria,2377,24.55,3.45,0.62,39.49,NA
2023,LTER_3,Backreef,Turbinaria,2706,26.47,3.81,0.46,57.96,NA
2023,LTER_3,Backreef,Turbinaria,2325,27.44,4.06,0.43,64.53,NA
2023,LTER_3,Backreef,Turbinaria,2283,26.11,3.82,0.41,63.64,NA
2023,LTER_3,Backreef,Turbinaria,2897,26.11,3.91,0.38,69.24,NA
2023,LTER_3,Backreef,Turbinaria,2568,27.9,4.23,0.43,65.56,NA
2023,LTER_3,Fringing,Turbinaria,2945,27.57,3.99,0.55,49.69,NA
2023,LTER_3,Fringing,Turbinaria,2723,26.9,3.77,0.7,38.43,NA
2023,LTER_3,Fringing,Turbinaria,2604,26.77,3.73,0.61,43.72,NA
2023,LTER_3,Fringing,Turbinaria,2412,26.22,3.56,0.63,41.91,NA
2023,LTER_3,Fringing,Turbinaria,2638,27.41,3.95,0.57,48.34,NA
2023,LTER_3,Reefcrest,Turbinaria,2973,29.78,4.59,0.51,58.17,NA
2023,LTER_3,Reefcrest,Turbinaria,2827,26.89,4,0.49,55.12,NA
2023,LTER_3,Reefcrest,Turbinaria,2968,26.75,3.94,0.57,46.59,NA
2023,LTER_3,Reefcrest,Turbinaria,2872,27.26,4.05,0.53,51.44,NA
2023,LTER_3,Reefcrest,Turbinaria,2851,26.85,3.97,0.47,56.59,NA
2023,LTER_4,Backreef,Turbinaria,2213,26.43,3.82,0.7,37.87,NA
2023,LTER_4,Backreef,Turbinaria,2748,26.05,3.77,0.6,43.76,NA
2023,LTER_4,Backreef,Turbinaria,2128,25.25,3.7,0.74,34.21,NA
2023,LTER_4,Backreef,Turbinaria,2212,26.18,3.78,0.61,42.9,NA
2023,LTER_4,Backreef,Turbinaria,2138,25.57,3.7,0.71,35.99,NA
2023,LTER_4,Fringing,Turbinaria,2577,24.03,3.49,0.55,44.08,NA
2023,LTER_4,Fringing,Turbinaria,2352,23.76,3.47,0.6,39.78,NA
2023,LTER_4,Fringing,Turbinaria,2084,23.45,3.38,0.47,49.44,NA
2023,LTER_4,Fringing,Turbinaria,2153,24.36,3.46,0.52,46.88,NA
2023,LTER_4,Fringing,Turbinaria,2969,23.86,3.4,0.57,41.97,NA
2023,LTER_4,Reefcrest,Turbinaria,2689,27.06,3.89,0.56,48.74,NA
2023,LTER_4,Reefcrest,Turbinaria,2540,26.52,3.72,0.54,49.42,NA
2023,LTER_4,Reefcrest,Turbinaria,2293,25.96,3.67,0.57,45.4,NA
2023,LTER_4,Reefcrest,Turbinaria,2151,26.19,3.66,0.51,51.66,NA
2023,LTER_4,Reefcrest,Turbinaria,2307,26.8,3.82,0.55,48.59,NA
2023,LTER_5,Backreef,Turbinaria,2087,26.58,3.87,0.52,51.49,NA
2023,LTER_5,Backreef,Turbinaria,2243,27.3,3.98,0.6,45.36,NA
2023,LTER_5,Backreef,Turbinaria,2351,26.56,3.94,0.54,49.6,NA
2023,LTER_5,Backreef,Turbinaria,2751,27.31,4.04,0.56,48.65,NA
2023,LTER_5,Backreef,Turbinaria,2654,26.7,3.92,0.53,50.1,NA
2023,LTER_5,Fringing,Turbinaria,2348,25.64,3.54,0.62,41.04,NA
2023,LTER_5,Fringing,Turbinaria,2175,25.88,3.67,0.73,35.54,NA
2023,LTER_5,Fringing,Turbinaria,2346,25.48,3.59,0.63,40.75,NA
2023,LTER_5,Fringing,Turbinaria,2376,24.91,3.5,0.63,39.65,NA
2023,LTER_5,Fringing,Turbinaria,2294,24.91,3.55,0.72,34.67,NA
2023,LTER_5,Reefcrest,Turbinaria,2322,26.31,3.75,0.55,48.02,NA
2023,LTER_5,Reefcrest,Turbinaria,2141,25.91,3.81,0.68,37.82,NA
2023,LTER_5,Reefcrest,Turbinaria,2293,25.83,3.82,0.65,40.04,NA
2023,LTER_5,Reefcrest,Turbinaria,2277,25.58,3.75,0.6,42.74,NA
